Gene names	Protein IDs	Mock - 4 hr Rep 1	4 hr Rep 1	12 hr Rep 1	24 hr Rep 1	48 hr Rep 1	72 hr Rep 1	96 hr Rep 1	Mock - 96 hr Rep 1	Mock - 4 hr Rep 2	4 hr Rep 2	12 hr Rep 2	24 hr Rep 2	48 hr Rep 2	72 hr Rep 2	96 hr Rep 2	Mock - 96 hr Rep 2	Mock - 4 hr Rep 3	4 hr Rep 3	12 hr Rep 3	24 hr Rep 3	48 hr Rep 3	72 hr Rep 3	96 hr Rep 3	Mock - 96 hr Rep 3
UBA5	Q9GZZ9;Q9GZZ9-2	-1.060542107	0.289227107	-0.343125581	0.00962991	0.605843264	0.220498914	0.290685736	0.092076813	-1.634061852	0.441224769	-0.497692692	-0.175018295	0.144071826	0.374384809	0.379238885	-0.75922188	-2.06214072	0.102377089	-0.180819732	-0.25232299	0.105705033	-0.06008881	0.410865333	-0.175016632
CRELD1	Q96HD1;Q96HD1-2	0.237923737	0.27404293	0.260620263	-0.177217196	0.41856722	0.057174331	0.281904364	-0.194524849	-0.053183191	0.113517449	0.096294914	-0.012877967	0.176756813	0.285388357	0.341511519	-0.373464969	-0.18967412	-0.079472863	-0.221129607	-0.263593838	-0.089659555	-0.053148378	0.146535116	-0.313651639
AARS1	P49588;P49588-2	0.086249972	0.020166197	0.322024603	0.117482399	-0.196179719	-0.225660594	-0.151299891	-0.10415837	0.209245315	0.040684406	0.343813757	0.470037888	-0.001068725	-0.162656134	-0.231409107	-0.033839217	0.114320428	0.099657646	0.362302249	0.368225625	0.132517181	-0.010650198	-0.150177875	0.053284801
CCDC88C	Q9P219;Q9P219-2;Q9P219-3	-0.015070588	0.014899069	-0.035422092	-0.033216766	0.105297192	0.054169614	0.164417379	0.025417252	0.023413749	0.023921657	-0.041762216	-0.121234348	-0.022420986	0.121371084	0.260438563	-0.01489197	-0.062332541	0.028741628	-0.101608975	-0.143073205	-0.176023181	-0.012113142	0.063945947	0.020225042
PDPK1;PDPK2P	O15530;O15530-3;O15530-4;O15530-5;O15530-2;Q6A1A2	-0.01753429	0.005785971	-0.048170987	0.033703005	0.096915165	0.013778418	0.081287202	0.05967555	-0.019094271	0.066442986	-0.124796312	-0.143324145	-0.032894047	0.006211951	0.099143105	0.042381614	-0.01478309	-0.003239972	-0.160900819	-0.136302454	-0.135833876	-0.048713147	0.023287319	0.078379779
CHTF8	P0CG13	-0.148891545	-0.073819262	-0.525513379	0.11309254	-0.382508233	-0.869513951	-0.794970869	-0.909355891	-0.010452551	0.148482287	0.179913204	0.318397653	-0.09052046	-0.441951537	-0.723688282	-0.234962663	0.177650281	-0.0025251	0.340200532	0.413002707	0.122492444	-0.341135397	-0.351632007	-0.292086
RIPOR1	Q6ZS17;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4	-0.055099254	-0.052608575	-0.160622352	-0.177437618	-0.202990618	0.058090964	0.045536078	0.194126622	-0.090246478	-0.214551829	-0.346817793	-0.315425415	-0.090805967	-0.041637652	-0.193681332	0.225732491	0.170591993	0.171120497	0.069154943	0.022367679	0.12198316	0.367728361	0.195972083	0.327098943
PPP1R21	Q6ZMI0;Q6ZMI0-2;Q6ZMI0-5;Q6ZMI0-3;Q6ZMI0-4	-0.043379155	-0.068188078	-0.052838947	-0.177194525	0.167088699	0.422304154	-0.289551199	-0.232465493	-0.078146043	0.014246574	-0.375836505	-0.216015738	0.017305637	0.354959262	0.184297029	-0.596577341	-0.022186079	0.050103183	-0.336621895	-0.244504229	0.265972473	0.431770354	0.052180054	-0.234180818
PRRC2C	Q9Y520;Q9Y520-5;Q9Y520-7;Q9Y520-4;Q9Y520-6;Q9Y520-3;Q9Y520-2	0.12464086	0.149185235	-0.119218049	-0.152830234	-0.237006204	-0.252134766	-0.156958099	-0.027631744	0.164551918	0.168080611	0.04935535	-0.045807009	-0.126659145	-0.280885272	-0.214364574	0.100410892	0.183738283	0.205658943	0.111050371	-0.008447293	-0.028388448	-0.035405951	-0.038749817	0.11437582
EXT2	Q93063;Q93063-3;Q93063-2	0.181876632	0.026847177	-0.020412503	-0.197459339	-0.385045175	-0.007673337	0.298934158	0.241119004	0.089273884	-0.010733387	-0.087988113	-0.052119753	-0.212435487	0.044871133	0.126553525	0.336256657	0.096415753	0.037136501	-0.00165884	-0.069683901	-0.172231167	0.19712707	0.164145147	0.256883827
TARBP1	Q13395	0.065059873	0.173735033	-0.048530254	-0.021513855	0.086379975	0.127039956	0.163714235	0.164123666	-0.070068824	0.013123498	-0.168142825	-0.280319689	-0.103920843	0.017802237	0.155201478	-0.025150292	-0.015117265	0.015675412	-0.188173464	-0.248843993	-0.179627925	-0.036286581	0.088237426	0.071880336
NBEA	Q8NFP9;Q8NFP9-3;Q8NFP9-2	-0.026194652	0.063823557	0.039161317	-0.018869713	-0.008376147	0.182657939	0.086753273	0.17450284	-0.030426913	-0.031147482	-0.027384145	0.004039516	0.063064468	0.066521331	0.049659086	0.09384338	-0.060558008	-0.033425082	-0.056122099	-1.04E-04	0.06187423	0.168878152	0.045730499	0.107476544
NFKBIL1	Q9UBC1;Q9UBC1-2;Q9UBC1-3	0.080171922	0.046002976	0.127019818	-0.042003159	-0.014610672	0.05779704	0.020659607	0.249088041	0.046970829	-4.11E-04	0.024403306	-0.004575233	0.00557358	0.030022527	0.031842566	0.255733203	0.010930198	-0.008306098	-0.032491055	-0.040880382	-0.102927955	0.070447883	-0.045269655	0.16889711
SREBF1	P36956;P36956-3;P36956-2;P36956-4	0.223252927	0.034443641	-0.022268626	0.004913771	-0.098496259	-0.019813612	-0.01483572	0.143816282	0.062573432	0.035432378	-0.286018467	0.010780401	-0.075473541	-0.133756267	-0.010205232	-0.157899363	0.100413706	0.109634192	0.071181577	0.091649806	0.049415833	0.180613293	-0.006276137	0.10249434
EEF1B2	P24534	0.085826569	0.034800736	-0.160643364	0.008176361	-0.062746404	-0.198300772	-0.107598136	-0.241585618	0.05811243	0.140303427	0.008874814	0.03870729	-0.008051455	-0.007628877	-0.065917549	-0.119254228	0.122518008	0.072313969	0.034179739	0.016925679	0.03764698	-0.139418491	-0.01535275	-0.168208923
RNPEP	Q9H4A4	0.070070738	0.06567135	0.255451207	0.155034161	0.270619308	0.085324588	0.069937022	0.203524923	-0.034932523	0.003481706	0.047059716	-0.122807255	-0.028123095	0.001496617	0.110968061	0.068717506	-0.017616832	0.072394012	0.04495408	0.060568239	-0.056773095	-0.06153276	-0.065694711	0.171883441
N6AMT1	Q9Y5N5;Q9Y5N5-2	-0.199250973	0.107499136	0.219545067	0.174752332	0.074975211	0.253581631	0.338922397	0.034132076	0.009934611	-0.0673037	-0.154271926	0.106089186	2.53E-04	0.199108649	-0.01104603	-0.077005909	0.033266409	-0.066935063	-0.046090982	-0.179908507	0.036262977	0.109825504	-0.084671553	-0.061769434
MYO18A	Q92614;Q92614-4;Q92614-3;Q92614-2;Q92614-5	0.338027942	0.317378463	0.304142071	0.290301002	0.352860753	0.105004053	-0.249809831	-0.095207706	0.245737286	0.34172395	0.116066992	0.129690238	0.151040437	0.017904653	-0.214578999	-0.180630578	0.213568137	0.18254288	0.004026673	0.029973855	0.049303629	-0.021878102	-0.272068605	-0.184070271
OGFOD1	Q8N543;Q8N543-2	0.046490522	-0.036854991	0.018289605	-0.277306079	-0.293753333	0.037272617	0.048732595	0.3092229	0.084360847	-0.056297369	-0.161561867	-0.021879199	-0.207510831	-0.029005345	-0.025128125	0.314894203	0.197985927	0.155643346	0.026145067	0.051549484	-0.02332189	0.302992572	0.11346974	0.437251535
OSBPL1A	Q9BXW6;Q9BXW6-4;Q9BXW6-2	-0.004567224	0.010255314	-0.240650219	-0.077330547	-0.128575787	0.058620236	-0.008997503	0.486043954	0.012767427	-0.021607332	-0.223673744	-0.39644494	-0.332168746	-0.134870082	-0.055390688	0.413033873	0.121513369	0.09876328	-0.041935795	-0.290666186	-0.434226233	-0.094574687	-0.109771683	0.392946959
MTOR	P42345	0.202072836	0.173807317	0.248652185	0.070623435	0.16161868	0.124029508	0.140025331	0.204258815	0.118285478	0.151714478	0.002050662	-0.072574859	-0.0617979	-0.068824114	0.081343264	-0.023964469	0.065119206	-0.012507297	-0.03722507	-0.184401001	-0.238143288	-0.178666362	-0.097697444	-0.026083062
C7orf25	Q9BPX7;Q9BPX7-2	-0.388407577	-0.435526195	0.277250625	-0.428113657	0.428746694	0.144763132	0.290656073	0.195949633	-0.186168737	0.066186887	-0.828846971	-0.428167606	-0.186120119	0.083211079	0.170510744	-0.1043854	-0.420161655	-0.399470667	-0.644700224	-0.537015832	-0.004616562	-0.155141999	0.114637074	-0.532254395
DLG1	Q12959-3;Q12959;Q12959-5;Q12959-6;Q12959-7;Q12959-8;Q12959-9;Q15700;Q15700-4;Q15700-3;P78352;Q15700-5;P78352-3;P78352-2	-0.063414702	-0.13517737	-0.064382603	-0.254681336	-0.23462133	0.099278677	0.238518669	0.17855318	0.026681152	-0.151190672	-0.077787197	-0.131005756	-0.026231025	0.097827197	0.112000145	0.206446625	-0.050461337	-0.081213374	-0.016533194	-0.067942534	-0.03011789	0.07982961	0.151438897	0.175476144
CBX8	Q9HC52	-0.093326514	-0.04874705	-0.072022703	0.21557148	0.155211371	-0.138511354	-0.367053387	-0.403971027	-0.024261108	-0.024437376	0.158758739	0.047608338	-0.050850882	-0.084046149	-0.166851453	-0.388709012	0.052459016	0.065545758	0.184308619	0.151376982	0.023779661	-0.15110304	-0.106262944	-0.209080714
APTX	Q7Z2E3;Q7Z2E3-10;Q7Z2E3-8;Q7Z2E3-7;Q7Z2E3-3;Q7Z2E3-5;Q7Z2E3-11;Q7Z2E3-4;Q7Z2E3-9;Q7Z2E3-2;Q7Z2E3-13;Q7Z2E3-6;Q7Z2E3-12	0.0353999	0.012903221	-0.150448081	-0.083425806	0.092941338	0.12545665	0.017802085	0.113296396	0.097980997	-0.00511978	-0.169763451	-0.335925862	-0.077206227	0.028593787	0.202202496	0.081521422	-0.039430333	-0.095919993	-0.256839755	-0.319468157	-0.163698117	-0.106507032	-0.120042776	-0.014753388
MORC2	Q9Y6X9;Q9Y6X9-2	0.068753635	-0.004635312	-0.146895063	-0.33059647	-0.427224159	-0.035585937	0.147443096	0.23604815	0.044743976	-0.026316526	-0.107752363	-0.113598037	-0.284355724	-0.020722028	0.032124147	0.271726414	0.062648695	0.047304938	-0.086704365	-0.17168257	-0.294958559	0.131552803	0.20405864	0.259614996
LAMA5	O15230;O15230-2	0.054520375	-0.002484746	0.015827921	-0.013592497	-0.172936763	0.014025572	0.04937827	0.089411282	0.037410838	-0.05049791	0.004651545	0.13560283	-0.033326305	-0.086015285	-0.107770346	0.140174945	0.08769377	0.081982583	0.039284363	0.087509902	0.069642972	0.199681667	0.012414072	0.189703539
TRIM47	Q96LD4;Q96LD4-2	0.075434825	0.062818795	0.027910089	0.069038448	0.182231984	0.020071211	0.135939752	0.031449235	0.018892163	0.066704183	0.024295914	-0.050918175	-0.034575729	-0.021041104	0.13137655	-0.090109649	-0.034386632	0.005460597	-0.056084687	-0.174603301	-0.195174273	-0.170183141	-0.017537625	-0.020430274
MPHOSPH9	Q99550;Q99550-2	-0.181825523	-0.216715114	0.341979012	0.329051517	-0.214796875	0.012136929	-0.186812276	-0.626435232	0.0921889	-0.214763054	0.316649203	0.341460104	-0.173709753	0.090537073	-0.019250293	-0.683080129	0.021420615	-0.155931938	0.416337204	0.402818675	0.011295215	-0.069014527	0.18082922	-0.642701869
TSPYL2	Q9H2G4	0.129238749	0.081011422	0.054063355	-0.16437486	-0.154361098	0.027764968	0.195061345	0.210593089	-0.0228693	-0.039567234	-0.202247879	-0.149892907	-0.183881372	-0.02056587	-0.040111452	0.138663981	0.108000444	0.169214765	0.016766959	-0.013659482	-0.202253621	0.069653632	0.161393319	0.171167943
POLR3G	O15318	0.052557181	0.10287908	-0.031104175	0.041087632	0.211159074	0.014086656	-0.045713427	-0.050993447	0.04980575	0.142205974	0.014007796	-0.056113519	0.042877728	0.004766968	0.014017066	-0.052823768	0.057329562	0.083179028	-0.075610366	-0.148177859	-0.086323895	-0.039777463	-0.100496404	-0.076993538
RBM17	Q96I25	-0.218066382	-0.119291823	-0.046708636	-0.038067902	-0.083626433	-0.043903899	-0.002756057	-0.015427631	0.005862314	-0.144256316	0.084630699	0.10493955	0.075991407	-0.042710203	-0.077837242	0.045219132	-0.07126336	-0.038972927	0.146272841	0.207388746	0.093922316	0.053706816	-0.029501975	0.075332082
ACOT8	O14734	0.037181917	0.139700019	0.130638963	0.015963482	0.119075623	0.203948784	0.052226038	0.215704878	0.067294204	0.011184937	-0.068300912	-0.101089756	0.029278723	0.105935362	0.127000808	0.110916496	0.006753657	-0.022241051	-0.265227593	-0.254042756	-0.138691082	0.028826856	-0.196410631	0.065382621
CFAP410	O43822;O43822-4;O43822-2;O43822-3	0.045109863	-0.05759574	0.085970735	-0.054705627	-0.107241397	0.200536831	0.203491614	0.0809864	-2.16E-05	-0.019118785	-0.019933331	-0.060514363	0.054014426	0.119897763	0.2693994	-0.032044324	0.055079097	-0.025468179	-0.067463213	-0.165018081	-0.015621407	0.094853747	0.129237597	-0.043103636
DDA1	Q9BW61	0.093727036	0.177667149	0.10019703	0.109214849	0.206005264	0.192185524	0.020326199	0.148450621	0.062232455	0.11519105	-0.060856583	-0.131865653	0.002763269	0.04319514	0.06920829	-0.00226056	0.069113847	0.091094607	-0.102050686	-0.125423987	-0.087613372	0.02857225	-0.101898648	0.005292205
MRTFB	Q9ULH7;Q9ULH7-4;Q9ULH7-5;Q9ULH7-2;Q9ULH7-3	-0.031283448	-0.011342034	-0.007448555	-0.048613135	-0.055299721	0.006540392	0.066604738	0.117624434	-0.025411889	-0.046153012	0.006702706	0.011796989	-0.04766143	-0.029401905	-4.55E-04	0.094390047	-0.119993103	-0.023443033	0.094053605	-0.012881988	0.047220574	0.062198526	0.021111276	0.134091584
CDKN2AIPNL	Q96HQ2;Q96HQ2-2	0.004063615	0.127960997	-0.246679379	-0.024374226	0.219041968	0.224997565	0.049370834	0.023826049	0.062434942	0.059863612	-0.279867955	-0.203630044	0.166822515	0.118477431	0.164698611	0.026200277	-0.075276337	0.088892892	-0.32543317	-0.129829749	-0.016287276	0.066339823	0.014962581	-0.056861944
SIPA1	Q96FS4	0.053757995	0.039419655	-0.01082064	-0.061774544	0.160477952	0.178744052	0.161201354	0.244814962	0.040615244	0.001410513	-0.129518027	-0.278398403	-0.064642911	0.066189118	0.145486783	0.104130061	-0.043820517	-0.094007692	-0.154828011	-0.223882952	-0.006921916	0.026133512	0.05903219	0.072881024
PEPD	P12955;P12955-3;P12955-2	-0.366048729	-0.400101332	-0.298307826	-0.3073636	-0.240304218	-0.029828925	-0.039741465	-0.123433977	-0.183611779	-0.104218011	-0.074164741	-0.089531512	-0.115719265	0.035666207	-0.093720058	0.045494375	0.027332956	-0.090474401	0.148819921	0.155048371	0.035919458	0.289504221	0.295525267	-0.041483487
CDK4	P11802;P11802-2	-0.249922571	-0.32162316	-0.332395772	-0.647055903	-0.249586954	0.197627466	0.381015229	0.277813151	-0.186857911	-0.204117932	-0.332148925	-0.564238827	-0.096306524	0.162629779	0.257760795	0.343610659	-0.163158417	-0.09538469	-0.255427844	-0.389038338	0.120944901	0.307397676	0.391992588	0.295559183
SRCIN1	Q9C0H9;Q9C0H9-2;Q9C0H9-4	0.125747338	0.094617151	-0.05490829	-0.185450759	-0.285805659	-0.034383177	0.122898844	0.217646671	0.056224103	0.044850857	-0.110671441	-0.098565015	-0.140250753	-0.072644736	-0.017613016	0.237586331	0.114542316	0.102827971	-0.013710402	-0.011184399	-0.048812908	0.120835041	0.207491968	0.295829179
GTF3C4	Q9UKN8	0.338419899	0.39107881	0.538708455	0.501537341	0.387619287	0.18057139	-0.074501255	0.065284823	-0.036029176	0.06667069	0.208400437	0.129238389	0.176684444	-0.160848832	-0.354851187	-0.22825518	-0.123404471	-0.104718616	0.004794502	0.085739106	0.153082018	-0.293934135	-0.304290958	-0.286417227
PTBP2	Q9UKA9;Q9UKA9-2;Q9UKA9-5	0.027721834	-0.025462325	-0.062229682	0.020545403	-0.174689086	-0.307901947	-0.228525276	-0.166941215	-0.026792734	-0.007620099	0.064735017	0.151931947	-0.050595908	-0.203234051	-0.281712377	0.008189099	0.023694628	0.109220429	0.16807884	0.187447013	0.075296565	-0.062051286	-0.066907277	0.009248424
SLC30A1	Q9Y6M5	0.108259903	0.231589524	-0.170850352	-0.080468538	0.006440381	0.101983413	0.305012628	0.264931193	-0.031506277	0.036952876	-0.156167298	-0.273853867	-0.221824493	0.113644989	0.295212889	0.272659896	-0.105723811	0.03025329	-0.218375943	-0.472781358	-0.40437076	0.037985169	0.057528712	0.132304766
ATE1	O95260	0.111375527	-0.055619831	0.418026533	-0.106062551	0.164960781	0.254450207	0.23192312	0.050647035	0.320729734	0.467630601	0.739560006	0.679841727	0.566966631	0.254963068	0.23643904	-0.315534818	0.086103943	0.483282664	0.675030273	0.57818234	0.423234902	0.133801508	0.011591274	-0.912033154
CNDP2	Q96KP4;Q96KP4-2	0.077007604	-0.03662383	-0.062595255	0.019734662	-0.204992487	-0.10853799	-0.01500363	-0.084958327	0.058605166	-0.062657951	0.054040578	0.241523771	0.030232442	-0.07668552	-0.167542799	0.040605285	0.097138037	0.119863825	0.110557468	0.257057407	0.121663557	0.077063034	-0.024417422	0.083762623
BAP18	Q8IXM2;Q8IXM2-3	-0.138647406	-0.130130909	-0.13439564	-0.123618335	0.18143489	0.503625563	0.35146421	0.52605852	-0.212858141	-0.211750147	-0.374693161	-0.374071112	-0.084242986	0.280083296	0.321242331	0.249983887	-0.116299707	-0.19677966	-0.417372911	-0.377791425	-0.219048098	0.185742185	0.110450774	0.247176341
HBP1	O60381;O60381-2;O60381-3	0.120925718	0.061594892	0.056189688	-0.130433887	-0.309684628	-0.015297198	0.010422325	0.1954039	0.095975752	-0.021962886	-0.025534203	0.014140493	-0.124318622	-0.146238741	-0.126213519	0.175702158	0.198947316	0.108307299	0.121427195	0.114032562	-0.080488937	0.205891525	0.053655928	0.247391364
KIF2A	O00139;O00139-4;O00139-1;O00139-5	0.57741155	0.700571146	0.459855749	0.284508287	-0.209987267	-0.36380141	-0.287287128	-0.804889233	0.505020729	0.566319281	0.340508412	0.340488374	-0.437055376	-0.784787819	-0.625884812	-0.940783591	0.573869983	0.631543241	0.337134291	0.166449579	-0.159639537	-0.290624336	-0.58572747	-0.469183084
WDR26	Q9H7D7;Q9H7D7-3;Q9H7D7-4	0.018242848	0.118332442	0.0036283	0.089859208	0.347316995	0.109812126	0.102619457	0.073169903	0.022327756	0.083585855	-0.086819672	-0.200136383	0.111840577	0.038808091	0.075830032	-0.169135456	-0.015224585	-0.050327766	-0.142352092	-0.231171106	0.049066619	-0.065551564	-0.009682379	-0.11699568
FAM171B	Q6P995;Q6P995-2	-0.01318859	-0.046263531	-0.266313679	-0.015314724	-0.268597211	-0.396454306	-0.317380413	-0.150352587	-0.070599935	-0.018099008	-0.050843806	0.107933252	-0.100949282	-0.276936608	-0.390535002	0.013359707	0.024339867	0.088728398	0.018492495	0.133603441	0.033810361	0.003618123	-0.078269442	0.052536662
GUF1	Q8N442	-0.265887165	-0.194243737	-0.55093446	-0.33809344	-0.435645312	-0.357679715	0.078993159	-0.057006916	-0.231573434	-0.054496695	-0.224420647	-0.085386064	-0.240330779	-0.079597818	-0.034799163	0.277066008	-0.096901995	-0.144757566	-0.082646988	-0.063448911	-0.209999801	-0.020331478	0.352072405	0.200529246
COTL1	Q14019	0.18490351	0.234754709	0.165958142	0.042856065	0.042022978	0.055628767	-0.063139517	0.290505416	0.076463492	0.20779771	-0.00530571	-0.097429803	-0.078353515	-0.085954674	-0.019630512	0.15398342	-0.00445297	0.00683637	-0.156669664	-0.241546218	-0.213013363	-0.203605426	-0.174636725	0.072434644
BABAM1	Q9NWV8;Q9NWV8-3;Q9NWV8-2	0.049724203	0.037890619	-0.11043781	-0.191702726	-0.066911036	0.093234008	-0.001556154	-0.055480739	0.066093383	-0.05706518	0.012950137	0.012965765	0.132138715	0.104968873	0.167390992	-0.112196378	0.110900678	0.111415017	0.08829311	0.063934067	0.082127095	0.273766195	0.243542576	-0.05220916
ZNF318	Q5VUA4;Q5VUA4-2	0.096104505	0.188440025	-0.072357034	0.168519506	0.14664028	-0.006648601	-0.166313606	0.013958742	-0.008569819	0.191175843	-0.046011407	-0.070377692	-0.008325138	-0.053490689	-0.115686359	5.00E-04	0.008052648	-0.011906904	-0.128859256	-0.152306643	-0.113099903	-0.200624371	-0.163100069	-0.05968664
LRRC4B	Q9NT99	0.006910933	0.081089702	0.011828655	0.024297883	-0.102994597	-0.268374336	-0.252555786	-0.214666501	0.038473969	0.087253571	0.120092467	0.231888753	0.07404935	-0.068205782	-0.159024406	-0.073229641	0.075700495	0.184971952	0.173412089	0.223799386	0.130392898	-0.05355751	-0.129981257	-0.080921955
SOS1	Q07889;Q07889-2	0.037439281	-0.158408149	0.041750762	0.135776385	-0.038454989	0.045762138	-0.002004351	0.003250696	0.079636569	0.027477738	0.010526988	0.116540056	0.030439312	0.062557388	-0.0328644	0.267315694	-0.079773472	-0.03959445	0.125316364	0.160303917	0.084702789	0.10609483	-0.137473546	2.44E-04
ACTR1B	P42025	0.185125263	-0.063096323	0.05669689	0.172955243	0.109058697	0.084694394	-0.163470821	-0.643908299	0.261467953	0.068611395	0.15914968	0.13373483	0.115892823	0.276806732	0.186264042	-0.584618618	0.289355492	0.220177031	0.29246949	0.192684864	0.122287987	3.67E-05	0.147358596	-0.83457879
HPF1	Q9NWY4;A8MVJ9	-0.093609057	-0.207541747	0.135581828	0.088811765	0.036750043	0.174742986	0.11836921	-0.074485277	-0.080672097	-0.261604183	0.032284135	0.076384407	0.090196881	0.111188933	0.106994911	-0.131417995	-0.144130955	-0.143133233	0.075522883	0.049173859	0.123724865	0.167601426	0.104328968	-0.103630553
ISYNA1	Q9NPH2;Q9NPH2-3;Q9NPH2-2	-0.175793055	0.003009921	-0.560789112	-0.041007926	-0.107554836	-0.315481642	-0.198754879	-0.339374867	-0.041225056	-0.00280837	-0.014730589	0.056400009	-0.005576094	-0.058220892	-0.010706564	0.01980695	0.031687302	0.018883958	-0.069689849	-0.014819554	0.022996211	-0.021716771	0.072553551	-0.054572594
TSTA3	Q13630	-0.323870751	-0.342356571	-0.4660857	-0.48040616	0.117953616	0.32159764	0.199759208	0.423861671	-0.160287185	-0.340803429	-0.513613706	-0.491467126	0.143123532	0.228727928	0.32792562	0.376361069	-0.327266213	-0.278962653	-0.52442068	-0.297860094	-0.157313333	-0.103450888	0.123259562	0.240756146
AGAP1	Q9UPQ3;Q9UPQ3-2;Q9UPQ3-3	-0.070063906	-0.070878699	-0.015187262	-0.118090978	0.32420255	-0.010607184	0.08039947	0.009837643	-0.054196854	0.052912246	0.037370355	-0.015714395	0.22999121	0.035535882	1.45E-04	-0.154691417	-0.124282291	-0.1910294	-0.254852935	-0.274277267	-0.065996424	-0.179071814	-0.01628516	0.105755529
TARS3	A2RTX5;A2RTX5-2	-0.811759363	-0.118963925	-1.097898132	-0.424647215	0.423276452	0.342862174	0.07895055	-0.239475623	-0.4167036	-0.163674988	-1.195046794	-0.635644972	0.302068743	0.533413452	0.524167453	-0.02418079	-0.313460455	-0.342314383	-0.998059142	-0.576445562	0.00385011	0.467795809	0.529165597	0.079824005
WRAP73	Q9P2S5	-0.157656036	0.130263412	0.226754776	0.237523957	0.318428704	-0.095759808	-0.1812793	-0.005722152	-0.155274479	-0.101624279	0.145961948	0.101719294	0.047431316	-0.062246313	0.059041097	-0.217150435	0.003708877	-0.125984366	-0.098477203	-0.041348384	0.081129992	-0.167347919	-0.062278514	-0.155063412
